name,brand,price_raw,price_clean,old_price_clean,discount_percentage,rating_score,review_count,category,image,url,metadata_profile
Whiton 3L Jacket,The North Face,"ab 159,86 €",159.86,204.95,22.0,4.8,4,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-3160-0611_pic1_1.jpg,https://www.bergfreunde.de/the-north-face-whiton-3l-jacket-regenjacke/,Brand: The North Face. Product Name: Whiton 3L Jacket. Category: jacken. Priced at 159.86 EUR with a 22.0% discount. This highly rated gear scored 4.8 out of 5 based on 4 customer reviews.
L.I.M GTX II Jacket,Haglöfs,"179,97 €",179.97,299.95,40.0,3.8,5,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-2948-0711_pic1_1.jpg,https://www.bergfreunde.de/hagloefs-lim-gtx-ii-jacket-regenjacke/,Brand: Haglöfs. Product Name: L.I.M GTX II Jacket. Category: jacken. Priced at 179.97 EUR with a 40.0% discount. This highly rated gear scored 3.8 out of 5 based on 5 customer reviews.
Atom Hoody,Arc'teryx,"251,96 €",251.96,279.95,10.0,4.9,26,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_004-6289-1511_pic1_1.jpg,https://www.bergfreunde.de/arcteryx-atom-hoody-kunstfaserjacke/,Brand: Arc'teryx. Product Name: Atom Hoody. Category: jacken. Priced at 251.96 EUR with a 10.0% discount. This highly rated gear scored 4.9 out of 5 based on 26 customer reviews.
Beta SL Jacket,Arc'teryx,"ab 454,95 €",454.95,454.95,0.0,4.7,29,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-3141-0611_pic1_1.jpg,https://www.bergfreunde.de/arcteryx-beta-sl-jacket-regenjacke/,Brand: Arc'teryx. Product Name: Beta SL Jacket. Category: jacken. Priced at 454.95 EUR with a 0.0% discount. This highly rated gear scored 4.7 out of 5 based on 29 customer reviews.
Hani Women's Parka,Didriksons,"131,97 €",131.97,219.95,40.0,4.7,106,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_104-3952-0111_pic1_1.jpg,https://www.bergfreunde.de/didriksons-hani-womens-parka-parka/,Brand: Didriksons. Product Name: Hani Women's Parka. Category: jacken. Priced at 131.97 EUR with a 40.0% discount. This highly rated gear scored 4.7 out of 5 based on 106 customer reviews.
Women's Antora Rain Jacket,The North Face,"ab 80,57 €",80.57,129.95,38.0,5.0,12,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-4423-0911_pic1_1.jpg,https://www.bergfreunde.de/the-north-face-womens-antora-rain-jacket-regenjacke/,Brand: The North Face. Product Name: Women's Antora Rain Jacket. Category: jacken. Priced at 80.57 EUR with a 38.0% discount. This highly rated gear scored 5.0 out of 5 based on 12 customer reviews.
Women's JackpineHe. Raincoat,Heber Peak,"74,98 €",74.98,149.95,50.0,4.8,60,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-4522-0211_pic1_1.jpg,https://www.bergfreunde.de/heber-peak-womens-jackpinehe-raincoat-regenjacke/,Brand: Heber Peak. Product Name: Women's JackpineHe. Raincoat. Category: jacken. Priced at 74.98 EUR with a 50.0% discount. This highly rated gear scored 4.8 out of 5 based on 60 customer reviews.
Women's Nimble Hoodie 2,The North Face,"91,96 €",91.96,114.95,20.0,5.0,3,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_103-2873-0311_pic1_1.jpg,https://www.bergfreunde.de/the-north-face-womens-nimble-hoodie-2-softshelljacke/,Brand: The North Face. Product Name: Women's Nimble Hoodie 2. Category: jacken. Priced at 91.96 EUR with a 20.0% discount. This highly rated gear scored 5.0 out of 5 based on 3 customer reviews.
Antora Jacket,The North Face,"ab 101,36 €",101.36,129.95,22.0,4.7,22,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-2288-1711_pic1_1.jpg,https://www.bergfreunde.de/the-north-face-antora-jacket-regenjacke/,Brand: The North Face. Product Name: Antora Jacket. Category: jacken. Priced at 101.36 EUR with a 22.0% discount. This highly rated gear scored 4.7 out of 5 based on 22 customer reviews.
Retro Pile Jacket,Patagonia,"ab 71,98 €",71.98,149.95,52.0,4.6,70,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_005-2906-2811_pic1_1.jpg,https://www.bergfreunde.de/patagonia-retro-pile-jacket-fleecejacke/,Brand: Patagonia. Product Name: Retro Pile Jacket. Category: jacken. Priced at 71.98 EUR with a 52.0% discount. This highly rated gear scored 4.6 out of 5 based on 70 customer reviews.
Quest Jacket,The North Face,"ab 101,36 €",101.36,129.95,22.0,5.0,1,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-3881-0711_pic1_1.jpg,https://www.bergfreunde.de/the-north-face-quest-jacket-regenjacke/,Brand: The North Face. Product Name: Quest Jacket. Category: jacken. Priced at 101.36 EUR with a 22.0% discount. This highly rated gear scored 5.0 out of 5 based on 1 customer reviews.
Women's MerinoFleece335 KuolpaSt. II Zip Hoody,Stoic,"94,98 €",94.98,189.95,50.0,4.4,19,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_105-6686-0411_pic1_1.jpg,https://www.bergfreunde.de/stoic-womens-merinofleece335-kuolpast-ii-zip-hoody-merinohoodie/,Brand: Stoic. Product Name: Women's MerinoFleece335 KuolpaSt. II Zip Hoody. Category: jacken. Priced at 94.98 EUR with a 50.0% discount. This highly rated gear scored 4.4 out of 5 based on 19 customer reviews.
Women's Jacket Gmund,Schöffel,"ab 62,37 €",62.37,119.95,48.0,4.9,14,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-2706-1811_pic1_1.jpg,https://www.bergfreunde.de/schoeffel-womens-jacket-gmund-regenjacke/,Brand: Schöffel. Product Name: Women's Jacket Gmund. Category: jacken. Priced at 62.37 EUR with a 48.0% discount. This highly rated gear scored 4.9 out of 5 based on 14 customer reviews.
Women's Quest Jacket,The North Face,"84,47 €",84.47,129.95,35.0,4.6,31,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-2158-4911_pic1_1.jpg,https://www.bergfreunde.de/the-north-face-womens-quest-jacket-regenjacke/,Brand: The North Face. Product Name: Women's Quest Jacket. Category: jacken. Priced at 84.47 EUR with a 35.0% discount. This highly rated gear scored 4.6 out of 5 based on 31 customer reviews.
Crater IV Hardshell Hooded Jacket,Mammut,"ab 283,47 €",283.47,449.95,37.0,5.0,1,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-3177-0711_pic1_1.jpg,https://www.bergfreunde.de/mammut-crater-iv-hardshell-hooded-jacket-regenjacke/,Brand: Mammut. Product Name: Crater IV Hardshell Hooded Jacket. Category: jacken. Priced at 283.47 EUR with a 37.0% discount. This highly rated gear scored 5.0 out of 5 based on 1 customer reviews.
Linard Guide Hardshell Hooded Jacket,Mammut,"ab 156,57 €",156.57,269.95,42.0,4.6,8,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-3178-0411_pic1_1.jpg,https://www.bergfreunde.de/mammut-linard-guide-hardshell-hooded-jacket-hardshelljacke/,Brand: Mammut. Product Name: Linard Guide Hardshell Hooded Jacket. Category: jacken. Priced at 156.57 EUR with a 42.0% discount. This highly rated gear scored 4.6 out of 5 based on 8 customer reviews.
Spitz GTX Pro II Jacket,Haglöfs,"ab 389,97 €",389.97,649.95,40.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-3540-0111_pic1_1.jpg,https://www.bergfreunde.de/hagloefs-spitz-gtx-pro-ii-jacket-regenjacke/,Brand: Haglöfs. Product Name: Spitz GTX Pro II Jacket. Category: jacken. Priced at 389.97 EUR with a 40.0% discount. New release product with no customer feedback evaluations available yet.
Classic Retro-X Jacket,Patagonia,"ab 136,77 €",136.77,239.95,43.0,4.4,25,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_005-6413-0311_pic1_1.jpg,https://www.bergfreunde.de/patagonia-classic-retro-x-jacket-fleecejacke/,Brand: Patagonia. Product Name: Classic Retro-X Jacket. Category: jacken. Priced at 136.77 EUR with a 43.0% discount. This highly rated gear scored 4.4 out of 5 based on 25 customer reviews.
Women's Alicia Parka Long 3,Didriksons,"164,98 €",164.98,329.95,50.0,4.6,25,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_104-5968-0111_pic1_1.jpg,https://www.bergfreunde.de/didriksons-womens-alicia-parka-long-3-parka/,Brand: Didriksons. Product Name: Women's Alicia Parka Long 3. Category: jacken. Priced at 164.98 EUR with a 50.0% discount. This highly rated gear scored 4.6 out of 5 based on 25 customer reviews.
Women's Ducan Guide Hardshell Hooded Jacket,Mammut,"164,97 €",164.97,299.95,45.0,5.0,2,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-4440-0211_pic1_1.jpg,https://www.bergfreunde.de/mammut-womens-ducan-guide-hardshell-hooded-jacket-hardshelljacke/,Brand: Mammut. Product Name: Women's Ducan Guide Hardshell Hooded Jacket. Category: jacken. Priced at 164.97 EUR with a 45.0% discount. This highly rated gear scored 5.0 out of 5 based on 2 customer reviews.
Front Proof II Jacket,Haglöfs,"ab 149,97 €",149.97,249.95,40.0,5.0,1,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-3538-0311_pic1_1.jpg,https://www.bergfreunde.de/hagloefs-front-proof-ii-jacket-regenjacke/,Brand: Haglöfs. Product Name: Front Proof II Jacket. Category: jacken. Priced at 149.97 EUR with a 40.0% discount. This highly rated gear scored 5.0 out of 5 based on 1 customer reviews.
Women's Puez Aqua 4 PowerTex 2.5L Jacket,Salewa,"ab 76,97 €",76.97,139.95,45.0,4.8,16,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-3340-0411_pic1_1.jpg,https://www.bergfreunde.de/salewa-womens-puez-aqua-4-powertex-25l-jacket-regenjacke/,Brand: Salewa. Product Name: Women's Puez Aqua 4 PowerTex 2.5L Jacket. Category: jacken. Priced at 76.97 EUR with a 45.0% discount. This highly rated gear scored 4.8 out of 5 based on 16 customer reviews.
Women's Quest Jacket,The North Face,"97,46 €",97.46,129.95,25.0,5.0,1,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-5254-0611_pic1_1.jpg,https://www.bergfreunde.de/the-north-face-womens-quest-jacket-regenjacke-bf/,Brand: The North Face. Product Name: Women's Quest Jacket. Category: jacken. Priced at 97.46 EUR with a 25.0% discount. This highly rated gear scored 5.0 out of 5 based on 1 customer reviews.
Boy's Antora Rain Jacket,The North Face,"59,96 €",59.96,79.95,25.0,5.0,3,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_703-4456-0911_pic1_1.jpg,https://www.bergfreunde.de/the-north-face-boys-antora-rain-jacket-regenjacke/,Brand: The North Face. Product Name: Boy's Antora Rain Jacket. Category: jacken. Priced at 59.96 EUR with a 25.0% discount. This highly rated gear scored 5.0 out of 5 based on 3 customer reviews.
Women's Escape Light Jacket,Vaude,"95,96 €",95.96,119.95,20.0,4.6,46,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-0336-5811_pic1_1.jpg,https://www.bergfreunde.de/vaude-womens-escape-light-jacket-regenjacke/,Brand: Vaude. Product Name: Women's Escape Light Jacket. Category: jacken. Priced at 95.96 EUR with a 20.0% discount. This highly rated gear scored 4.6 out of 5 based on 46 customer reviews.
Women's Alto Light Hardshell Hooded Jacket,Mammut,"ab 151,17 €",151.17,239.95,37.0,5.0,3,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-4017-0411_pic1_1.jpg,https://www.bergfreunde.de/mammut-womens-alto-light-hardshell-hooded-jacket-regenjacke/,Brand: Mammut. Product Name: Women's Alto Light Hardshell Hooded Jacket. Category: jacken. Priced at 151.17 EUR with a 37.0% discount. This highly rated gear scored 5.0 out of 5 based on 3 customer reviews.
Women's Fineline Stretch Shell,Black Diamond,"124,76 €",124.76,159.95,22.0,4.9,9,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-4135-0111_pic1_1.jpg,https://www.bergfreunde.de/black-diamond-womens-fineline-stretch-shell-regenjacke/,Brand: Black Diamond. Product Name: Women's Fineline Stretch Shell. Category: jacken. Priced at 124.76 EUR with a 22.0% discount. This highly rated gear scored 4.9 out of 5 based on 9 customer reviews.
Treeline Hardshell Hooded Jacket,Mammut,"197,97 €",197.97,329.95,40.0,5.0,2,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-3346-0311_pic1_1.jpg,https://www.bergfreunde.de/mammut-treeline-hardshell-hooded-jacket-regenjacke/,Brand: Mammut. Product Name: Treeline Hardshell Hooded Jacket. Category: jacken. Priced at 197.97 EUR with a 40.0% discount. This highly rated gear scored 5.0 out of 5 based on 2 customer reviews.
Gamma Lightweight Hoody,Arc'teryx,"233,96 €",233.96,259.95,10.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_003-3271-0611_pic1_1.jpg,https://www.bergfreunde.de/arcteryx-gamma-lightweight-hoody-softshelljacke/,Brand: Arc'teryx. Product Name: Gamma Lightweight Hoody. Category: jacken. Priced at 233.96 EUR with a 10.0% discount. New release product with no customer feedback evaluations available yet.
Kid's Trolltunga Jacket,Trollkids,"ab 27,97 €",27.97,39.95,29.99,4.7,13,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_703-4383-0511_pic1_1.jpg,https://www.bergfreunde.de/trollkids-kids-trolltunga-jacket-regenjacke/,Brand: Trollkids. Product Name: Kid's Trolltunga Jacket. Category: jacken. Priced at 27.97 EUR with a 29.99% discount. This highly rated gear scored 4.7 out of 5 based on 13 customer reviews.
Women's Microlight Alpine Jacket,Rab,"179,96 €",179.96,239.95,25.0,4.5,33,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_104-2576-1511_pic1_1.jpg,https://www.bergfreunde.de/rab-womens-microlight-alpine-jacket-daunenjacke/,Brand: Rab. Product Name: Women's Microlight Alpine Jacket. Category: jacken. Priced at 179.96 EUR with a 25.0% discount. This highly rated gear scored 4.5 out of 5 based on 33 customer reviews.
Microlight Alpine Jacket Exclusive,Rab,"179,96 €",179.96,239.95,25.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_004-7535-0111_pic1_1.jpg,https://www.bergfreunde.de/rab-microlight-alpine-jacket-exclusive-daunenjacke/,Brand: Rab. Product Name: Microlight Alpine Jacket Exclusive. Category: jacken. Priced at 179.96 EUR with a 25.0% discount. New release product with no customer feedback evaluations available yet.
SandvikSt. Poncho Towel,Stoic,"17,98 €",17.98,39.95,54.99,4.7,7,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_050-1809-0211_pic1_1.jpg,https://www.bergfreunde.de/stoic-sandvikst-poncho-towel-surf-poncho/,Brand: Stoic. Product Name: SandvikSt. Poncho Towel. Category: jacken. Priced at 17.98 EUR with a 54.99% discount. This highly rated gear scored 4.7 out of 5 based on 7 customer reviews.
Houdini Jacket,Patagonia,"ab 69,27 €",69.27,109.95,37.0,4.4,32,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_018-0101-5511_pic1_1.jpg,https://www.bergfreunde.de/patagonia-houdini-jacket-freizeitjacke/,Brand: Patagonia. Product Name: Houdini Jacket. Category: jacken. Priced at 69.27 EUR with a 37.0% discount. This highly rated gear scored 4.4 out of 5 based on 32 customer reviews.
Women's Beta SL Jacket,Arc'teryx,"ab 454,95 €",454.95,454.95,0.0,3.0,2,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-4629-0711_pic1_1.jpg,https://www.bergfreunde.de/arcteryx-womens-beta-sl-jacket-regenjacke-bf/,Brand: Arc'teryx. Product Name: Women's Beta SL Jacket. Category: jacken. Priced at 454.95 EUR with a 0.0% discount. This highly rated gear scored 3.0 out of 5 based on 2 customer reviews.
Women's Crater IV Hardshell Hooded Jacket,Mammut,"283,47 €",283.47,449.95,37.0,5.0,1,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-4018-0111_pic1_1.jpg,https://www.bergfreunde.de/mammut-womens-crater-iv-hardshell-hooded-jacket-regenjacke/,Brand: Mammut. Product Name: Women's Crater IV Hardshell Hooded Jacket. Category: jacken. Priced at 283.47 EUR with a 37.0% discount. This highly rated gear scored 5.0 out of 5 based on 1 customer reviews.
Linard Hardshell Thermo Hooded Jacket,Mammut,"117,48 €",117.48,249.95,53.0,4.9,9,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_004-6952-0211_pic1_1.jpg,https://www.bergfreunde.de/mammut-linard-hardshell-thermo-hooded-jacket-winterjacke/,Brand: Mammut. Product Name: Linard Hardshell Thermo Hooded Jacket. Category: jacken. Priced at 117.48 EUR with a 53.0% discount. This highly rated gear scored 4.9 out of 5 based on 9 customer reviews.
Beta Jacket,Arc'teryx,"399,95 €",399.95,399.95,0.0,4.8,14,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-3528-0611_pic1_1.jpg,https://www.bergfreunde.de/arcteryx-beta-jacket-regenjacke/,Brand: Arc'teryx. Product Name: Beta Jacket. Category: jacken. Priced at 399.95 EUR with a 0.0% discount. This highly rated gear scored 4.8 out of 5 based on 14 customer reviews.
Linard Light Hardshell Hooded Jacket,Mammut,"ab 113,37 €",113.37,179.95,37.0,5.0,1,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-3345-0211_pic1_1.jpg,https://www.bergfreunde.de/mammut-linard-light-hardshell-hooded-jacket-regenjacke/,Brand: Mammut. Product Name: Linard Light Hardshell Hooded Jacket. Category: jacken. Priced at 113.37 EUR with a 37.0% discount. This highly rated gear scored 5.0 out of 5 based on 1 customer reviews.
Women's Col Becchei Jacket,Ortovox,"ab 174,98 €",174.98,329.95,46.97,4.7,49,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_103-1589-0211_pic1_1.jpg,https://www.bergfreunde.de/ortovox-womens-col-becchei-jacket-softshelljacke/,Brand: Ortovox. Product Name: Women's Col Becchei Jacket. Category: jacken. Priced at 174.98 EUR with a 46.97% discount. This highly rated gear scored 4.7 out of 5 based on 49 customer reviews.
Better Sweater Jacket,Patagonia,"ab 85,47 €",85.47,149.95,43.0,4.6,107,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_005-2893-0711_pic1_1.jpg,https://www.bergfreunde.de/patagonia-better-sweater-jacket-fleecejacke/,Brand: Patagonia. Product Name: Better Sweater Jacket. Category: jacken. Priced at 85.47 EUR with a 43.0% discount. This highly rated gear scored 4.6 out of 5 based on 107 customer reviews.
Aconcagua 3 Hoodie,The North Face,"ab 105,58 €",105.58,219.95,52.0,5.0,3,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_004-5262-0911_pic1_1.jpg,https://www.bergfreunde.de/the-north-face-aconcagua-3-hoodie-daunenjacke/,Brand: The North Face. Product Name: Aconcagua 3 Hoodie. Category: jacken. Priced at 105.58 EUR with a 52.0% discount. This highly rated gear scored 5.0 out of 5 based on 3 customer reviews.
Women's Diablo Dynamic Zip-In Jacket,The North Face,"ab 144,26 €",144.26,184.95,22.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-4881-0711_pic1_1.jpg,https://www.bergfreunde.de/the-north-face-womens-diablo-dynamic-zip-in-jacket-regenjacke/,Brand: The North Face. Product Name: Women's Diablo Dynamic Zip-In Jacket. Category: jacken. Priced at 144.26 EUR with a 22.0% discount. New release product with no customer feedback evaluations available yet.
Atom SL Hoody,Arc'teryx,"233,96 €",233.96,259.95,10.0,4.8,24,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_004-6291-0111_pic1_1.jpg,https://www.bergfreunde.de/arcteryx-atom-sl-hoody-kunstfaserjacke/,Brand: Arc'teryx. Product Name: Atom SL Hoody. Category: jacken. Priced at 233.96 EUR with a 10.0% discount. This highly rated gear scored 4.8 out of 5 based on 24 customer reviews.
Women's Bettaforca LT Down Hoodie,The North Face,"ab 232,46 €",232.46,309.95,25.0,5.0,1,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_104-6512-0211_pic1_1.jpg,https://www.bergfreunde.de/the-north-face-womens-bettaforca-lt-down-hoodie-daunenjacke/,Brand: The North Face. Product Name: Women's Bettaforca LT Down Hoodie. Category: jacken. Priced at 232.46 EUR with a 25.0% discount. This highly rated gear scored 5.0 out of 5 based on 1 customer reviews.
Kid's Trollfjord Jacket,Trollkids,"ab 36,46 €",36.46,49.95,27.01,4.8,94,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_703-2088-2411_pic1_1.jpg,https://www.bergfreunde.de/trollkids-kids-trollfjord-jacket-softshelljacke/,Brand: Trollkids. Product Name: Kid's Trollfjord Jacket. Category: jacken. Priced at 36.46 EUR with a 27.01% discount. This highly rated gear scored 4.8 out of 5 based on 94 customer reviews.
Women's Tilde Jacket 4,Didriksons,"132,56 €",132.56,169.95,22.0,4.3,8,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-3887-1111_pic1_1.jpg,https://www.bergfreunde.de/didriksons-womens-tilde-jacket-4-regenjacke/,Brand: Didriksons. Product Name: Women's Tilde Jacket 4. Category: jacken. Priced at 132.56 EUR with a 22.0% discount. This highly rated gear scored 4.3 out of 5 based on 8 customer reviews.
Squamish Hoody,Arc'teryx,"179,96 €",179.96,199.95,10.0,4.7,70,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_018-0411-0411_pic1_1.jpg,https://www.bergfreunde.de/arcteryx-squamish-hoody-windjacke/,Brand: Arc'teryx. Product Name: Squamish Hoody. Category: jacken. Priced at 179.96 EUR with a 10.0% discount. This highly rated gear scored 4.7 out of 5 based on 70 customer reviews.
Fleece Light Jacket,Ortovox,"144,46 €",144.46,169.95,15.0,4.9,33,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_005-5250-1311_pic1_1.jpg,https://www.bergfreunde.de/ortovox-fleece-light-jacket-fleecejacke-bf/,Brand: Ortovox. Product Name: Fleece Light Jacket. Category: jacken. Priced at 144.46 EUR with a 15.0% discount. This highly rated gear scored 4.9 out of 5 based on 33 customer reviews.
Women's M10 Storm Jacket,Patagonia,"ab 216,57 €",216.57,379.95,43.0,5.0,1,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-4165-0211_pic1_1.jpg,https://www.bergfreunde.de/patagonia-womens-m10-storm-jacket-regenjacke/,Brand: Patagonia. Product Name: Women's M10 Storm Jacket. Category: jacken. Priced at 216.57 EUR with a 43.0% discount. This highly rated gear scored 5.0 out of 5 based on 1 customer reviews.
Escape Light Jacket,Vaude,"ab 95,96 €",95.96,119.95,20.0,4.6,51,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-0648-3411_pic1_1.jpg,https://www.bergfreunde.de/vaude-escape-light-jacket-regenjacke-bf/,Brand: Vaude. Product Name: Escape Light Jacket. Category: jacken. Priced at 95.96 EUR with a 20.0% discount. This highly rated gear scored 4.6 out of 5 based on 51 customer reviews.
Women's Swisswool Piz Duan Jacket,Ortovox,"ab 194,97 €",194.97,299.95,35.0,4.8,13,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_105-6139-0211_pic1_1.jpg,https://www.bergfreunde.de/ortovox-womens-swisswool-piz-duan-jacket-isolationsjacke-bf/,Brand: Ortovox. Product Name: Women's Swisswool Piz Duan Jacket. Category: jacken. Priced at 194.97 EUR with a 35.0% discount. This highly rated gear scored 4.8 out of 5 based on 13 customer reviews.
PerformanceDown SalmiSt. Jacket with Hood,Stoic,"116,98 €",116.98,259.95,55.0,4.2,29,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_004-7044-0311_pic1_1.jpg,https://www.bergfreunde.de/stoic-performancedown-salmist-jacket-with-hood-daunenjacke/,Brand: Stoic. Product Name: PerformanceDown SalmiSt. Jacket with Hood. Category: jacken. Priced at 116.98 EUR with a 55.0% discount. This highly rated gear scored 4.2 out of 5 based on 29 customer reviews.
Women's MountainWool60 JokkmokkSt. Hybrid Hoody,Stoic,"ab 80,98 €",80.98,179.95,55.0,4.5,19,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_105-6678-0511_pic1_1.jpg,https://www.bergfreunde.de/stoic-womens-mountainwool60-jokkmokkst-hybrid-hoody-isolationsjacke/,Brand: Stoic. Product Name: Women's MountainWool60 JokkmokkSt. Hybrid Hoody. Category: jacken. Priced at 80.98 EUR with a 55.0% discount. This highly rated gear scored 4.5 out of 5 based on 19 customer reviews.
Women's Glacier Fleece Jacket,The North Face,"70,16 €",70.16,89.95,22.0,0.0,0,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_105-6475-1111_pic1_1.jpg,https://www.bergfreunde.de/the-north-face-womens-glacier-fleece-jacket-fleecejacke/,Brand: The North Face. Product Name: Women's Glacier Fleece Jacket. Category: jacken. Priced at 70.16 EUR with a 22.0% discount. New release product with no customer feedback evaluations available yet.
Klara Women's Parka,Didriksons,"ab 124,98 €",124.98,249.95,50.0,4.6,23,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_104-5306-0211_pic1_1.jpg,https://www.bergfreunde.de/didriksons-klara-womens-parka-parka/,Brand: Didriksons. Product Name: Klara Women's Parka. Category: jacken. Priced at 124.98 EUR with a 50.0% discount. This highly rated gear scored 4.6 out of 5 based on 23 customer reviews.
Women's Ilma Parka 8,Didriksons,"187,46 €",187.46,249.95,25.0,4.6,7,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_102-4058-0911_pic1_1.jpg,https://www.bergfreunde.de/didriksons-womens-ilma-parka-8-mantel-bf/,Brand: Didriksons. Product Name: Women's Ilma Parka 8. Category: jacken. Priced at 187.46 EUR with a 25.0% discount. This highly rated gear scored 4.6 out of 5 based on 7 customer reviews.
Treeline Light Hardshell Hooded Jacket,Mammut,"ab 176,37 €",176.37,279.95,37.0,5.0,1,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_002-3347-0211_pic1_1.jpg,https://www.bergfreunde.de/mammut-treeline-light-hardshell-hooded-jacket-regenjacke/,Brand: Mammut. Product Name: Treeline Light Hardshell Hooded Jacket. Category: jacken. Priced at 176.37 EUR with a 37.0% discount. This highly rated gear scored 5.0 out of 5 based on 1 customer reviews.
Padum 3in1 Jacket,Vaude,"139,98 €",139.98,349.95,60.0,4.5,2,jacken,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_004-7175-0211_pic1_1.jpg,https://www.bergfreunde.de/vaude-padum-3in1-jacket-doppeljacke/,Brand: Vaude. Product Name: Padum 3in1 Jacket. Category: jacken. Priced at 139.98 EUR with a 60.0% discount. This highly rated gear scored 4.5 out of 5 based on 2 customer reviews.
