name,brand,price_raw,price_clean,old_price_clean,discount_percentage,rating_score,review_count,category,image,url
Cotton Liner EMT,Mammut,"42,96 €",42.96,49.95,13.99,5.0,4,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_515-0073-0111_pic1_1.jpg,https://www.bergfreunde.de/mammut-cotton-liner-emt-reiseschlafsack/
Refugio Day Pack 30,Patagonia,"119,95 €",119.95,119.95,0.0,4.5,6,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_504-1226-0211_pic1_1.jpg,https://www.bergfreunde.de/patagonia-refugio-day-pack-30-daypack/
Black Hole Pack 25L,Patagonia,"149,95 €",149.95,149.95,0.0,4.7,26,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_502-1531-3011_pic1_1.jpg,https://www.bergfreunde.de/patagonia-black-hole-pack-25l-daypack/
VietaSt. Bivy Bag UL,Stoic,"47,97 €",47.97,79.95,40.0,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_561-0254-0111_pic1_1.jpg,https://www.bergfreunde.de/stoic-vietast-bivy-bag-ul-biwaksack/
Women's Sirrus 36,Osprey,"199,45 €",199.45,199.45,0.0,4.7,3,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_504-0903-0111_pic1_1.jpg,https://www.bergfreunde.de/osprey-womens-sirrus-36-wanderrucksack/
Trip Pack 26,AEVOR,"ab 76,97 €",76.97,109.95,30.0,4.5,6,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_502-5658-1611_pic1_1.jpg,https://www.bergfreunde.de/aevor-trip-pack-26-daypack/
Women's Futura SL 21,Deuter,"115,96 €",115.96,144.95,20.0,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_504-1321-0111_pic1_1.jpg,https://www.bergfreunde.de/deuter-womens-futura-sl-21-wanderrucksack/
Futura Air Trek 50+10,Deuter,"237,96 €",237.96,279.95,15.0,5.0,2,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_505-0611-0311_pic1_1.jpg,https://www.bergfreunde.de/deuter-futura-air-trek-50-10-trekkingrucksack/
eBack Single,Vaude,"104,97 €",104.97,149.95,30.0,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_510-2488-0111_pic1_1.jpg,https://www.bergfreunde.de/vaude-eback-single-gepaecktraegertasche-bf/
Aloe Hajo Medium 16,Ucon Acrobatics,"ab 99,95 €",99.95,99.95,0.0,5.0,1,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_502-8722-0511_pic1_1.jpg,https://www.bergfreunde.de/ucon-acrobatics-aloe-hajo-medium-16-daypack/
Tempest Velocity 20,Osprey,"142,45 €",142.45,142.45,0.0,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_502-8284-0211_pic1_1.jpg,https://www.bergfreunde.de/osprey-tempest-velocity-20-wanderrucksack/
Refugio Day Pack 26,Patagonia,"99,95 €",99.95,99.95,0.0,4.4,7,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_504-1225-0211_pic1_1.jpg,https://www.bergfreunde.de/patagonia-refugio-day-pack-26-daypack/
Tischgrill Tamber,Feuerhand,"87,96 €",87.96,99.95,12.0,5.0,1,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_532-2425-0311_pic1_1.jpg,https://www.bergfreunde.de/feuerhand-tischgrill-tamber-grill/
Ridgemaster Contour,Komperdell,"101,96 €",101.96,119.95,15.0,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_526-1089-0111_pic1_1.jpg,https://www.bergfreunde.de/komperdell-ridgemaster-contour-trekkingstoecke/
Comfort Pro Rocker XL,GCI,"ab 89,96 €",89.96,99.95,9.99,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_580-1657-0311_pic1_1.jpg,https://www.bergfreunde.de/gci-comfort-pro-rocker-xl-campingstuhl/
LundhuldSt. Duffel Pro 40,Stoic,"84,47 €",84.47,129.95,35.0,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_510-7469-0111_pic1_1.jpg,https://www.bergfreunde.de/stoic-lundhuldst-duffel-pro-40-reisetasche/
Black Hole Duffel 55,Patagonia,"169,95 €",169.95,169.95,0.0,4.9,12,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_510-4665-2711_pic1_1.jpg,https://www.bergfreunde.de/patagonia-black-hole-duffel-55-reisetasche/
Wickiup 3 Half-Size Innertent,Bach,"173,97 €",173.97,289.95,40.0,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_525-1045-0111_pic1_1.jpg,https://www.bergfreunde.de/bach-wickiup-3-half-size-innertent-innenzelt/
StareSt. Pro Pot 1.5,Stoic,"11,23 €",11.23,24.95,54.99,4.8,6,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_532-2814-0111_pic1_1.jpg,https://www.bergfreunde.de/stoic-starest-pro-pot-15-topf/
SälkaSt. Backpack 30,Stoic,"97,47 €",97.47,149.95,35.0,4.5,2,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_502-9649-0211_pic1_1.jpg,https://www.bergfreunde.de/stoic-saelkast-backpack-30-wanderrucksack/
Big River Dry Bag,Sea to Summit,"ab 27,96 €",27.96,34.95,20.0,4.9,26,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_559-0576-0111_pic1_1.jpg,https://www.bergfreunde.de/sea-to-summit-big-river-dry-bag-packsack/
SälkaSt. II Backpack 30,Stoic,"ab 97,47 €",97.47,149.95,35.0,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_504-1790-0111_pic1_1.jpg,https://www.bergfreunde.de/stoic-saelkast-ii-backpack-30-wanderrucksack/
Mantel Uppsala Cozy,Hunter,"ab 42,73 €",42.73,42.73,0.0,4.5,2,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_057-0299-0211_pic1_1.jpg,https://www.bergfreunde.de/hunter-mantel-uppsala-cozy-hundemantel/
Kid's Eon 14,Namuk,"88,95 €",88.95,88.95,0.0,4.8,5,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_508-0624-0111_pic1_1.jpg,https://www.bergfreunde.de/namuk-kids-eon-14-kinderrucksack/
Helium GT 400,Mountain Equipment,"ab 339,96 €",339.96,399.95,15.0,5.0,1,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_513-1426-0111_pic1_1.jpg,https://www.bergfreunde.de/mountain-equipment-helium-gt-400-daunenschlafsack/
Surge,The North Face,"111,96 €",111.96,139.95,20.0,5.0,1,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_502-3739-1011_pic1_1.jpg,https://www.bergfreunde.de/the-north-face-surge-daypack/
Top Tube Bag Nano / 01,Cyclite,"79,95 €",79.95,79.95,0.0,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_510-6870-0211_pic1_1.jpg,https://www.bergfreunde.de/cyclite-top-tube-bag-nano-01-fahrradtasche/
PineconeHe. Grill Stick,Heber Peak,"8,42 €",8.42,12.95,34.98,5.0,1,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_532-3152-0111_pic1_1.jpg,https://www.bergfreunde.de/heber-peak-pineconehe-grill-stick-grillspiess/
NijakSt. II Backpack 36,Stoic,"ab 110,47 €",110.47,169.95,35.0,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_504-1789-0311_pic1_1.jpg,https://www.bergfreunde.de/stoic-nijakst-ii-backpack-36-wanderrucksack/
Insulated Stainless Steel Bottle 500ml,Bergfreunde,"ab 8,73 €",8.73,24.95,65.01,4.5,13,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_533-2203-0211_pic1_1.jpg,https://www.bergfreunde.de/bergfreunde-insulated-stainless-steel-bottle-500ml-isolierflasche/
Free 1200 XS,Silva,"149,95 €",149.95,149.95,0.0,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_545-0927-0111_pic1_1.jpg,https://www.bergfreunde.de/silva-free-1200-xs-stirnlampe/
Kid's Reppu,Finkid,"ab 53,36 €",53.36,59.95,10.99,5.0,1,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_508-0723-0411_pic1_1.jpg,https://www.bergfreunde.de/finkid-kids-reppu-kinderrucksack/
Kid's Trolltunga Hip Bag,Trollkids,"15,95 €",15.95,15.95,0.0,5.0,3,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_510-3701-0311_pic1_1.jpg,https://www.bergfreunde.de/trollkids-kids-trolltunga-hip-bag-huefttasche/
Aksel Solid 2+5,pinqponq,"ab 51,97 €",51.97,79.95,35.0,4.0,1,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_510-4429-0211_pic1_1.jpg,https://www.bergfreunde.de/pinqponq-aksel-solid-2-5-umhaengetasche/
Titanium TidanSt. Pot 0.35,Stoic,"22,48 €",22.48,44.95,49.99,4.5,6,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_532-2818-0111_pic1_1.jpg,https://www.bergfreunde.de/stoic-titanium-tidanst-pot-035-topf/
Silkroad Plus,Vaude,"52,47 €",52.47,74.95,29.99,5.0,1,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_510-1774-0111_pic1_1.jpg,https://www.bergfreunde.de/vaude-silkroad-plus-gepaecktraegertasche-bf/
Kofel 30,Vaude,"90,97 €",90.97,129.95,30.0,4.3,28,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_504-1609-0111_pic1_1.jpg,https://www.bergfreunde.de/vaude-kofel-30-wanderrucksack/
Kid's Fox 30,Deuter,"ab 124,56 €",124.56,139.95,11.0,5.0,2,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_502-6278-0411_pic1_1.jpg,https://www.bergfreunde.de/deuter-kids-fox-30-wanderrucksack/
Spark -1°C Down Sleeping Bag,Sea to Summit,"ab 449,95 €",449.95,449.95,0.0,4.7,6,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_513-1633-0111_pic1_1.jpg,https://www.bergfreunde.de/sea-to-summit-spark-1-c-down-sleeping-bag-daunenschlafsack/
Blok Crinkle 30+2,pinqponq,"ab 231,36 €",231.36,259.95,11.0,5.0,1,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_502-8534-0711_pic1_1.jpg,https://www.bergfreunde.de/pinqponq-blok-crinkle-30-2-daypack/
Base Camp Voyager 29 Roller,The North Face,"246,46 €",246.46,289.95,15.0,5.0,2,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_510-4682-0511_pic1_1.jpg,https://www.bergfreunde.de/the-north-face-base-camp-voyager-29-roller-reisetasche/
Field Issue Binocular 42mm,Nocs Provisions,"224,95 €",224.95,224.95,0.0,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_551-0092-0311_pic1_1.jpg,https://www.bergfreunde.de/nocs-provisions-field-issue-binocular-42mm-fernglas/
Women's Lithium 40,Mammut,"189,95 €",189.95,189.95,0.0,5.0,4,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_502-6454-0111_pic1_1.jpg,https://www.bergfreunde.de/mammut-womens-lithium-40-wanderrucksack/
NeoAir XTherm NXT,Therm-a-Rest,"ab 270,86 €",270.86,314.95,14.0,5.0,1,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_560-0980-0111_pic1_1.jpg,https://www.bergfreunde.de/therm-a-rest-neoair-xtherm-nxt-isomatte-bf/
Poco LT,Osprey,"ab 295,70 €",295.7,295.7,0.0,5.0,1,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_507-0105-0311_pic1_1.jpg,https://www.bergfreunde.de/osprey-poco-lt-kinderkraxe-bf/
Women's Spark -9°C Down Sleeping Bag,Sea to Summit,"483,96 €",483.96,549.95,12.0,5.0,2,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_513-1646-0111_pic1_1.jpg,https://www.bergfreunde.de/sea-to-summit-womens-spark-9-c-down-sleeping-bag-daunenschlafsack/
Dundee,Campo Libre,"99,95 €",99.95,99.95,0.0,4.3,3,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_580-1874-0211_pic1_1.jpg,https://www.bergfreunde.de/campo-libre-dundee-campingstuhl/
Titanium TidanSt. Lunchbox,Stoic,"ab 43,97 €",43.97,79.95,45.0,4.6,9,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_532-2816-0111_pic1_1.jpg,https://www.bergfreunde.de/stoic-titanium-tidanst-lunchbox-essensaufbewahrung/
Campion Duvet Double,Outwell,"59,95 €",59.95,59.95,0.0,5.0,3,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_558-0317-0211_pic1_1.jpg,https://www.bergfreunde.de/outwell-campion-duvet-double-decke/
SIM 3.8,Exped,"ab 76,46 €",76.46,84.95,9.99,4.7,3,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_560-0961-0211_pic1_1.jpg,https://www.bergfreunde.de/exped-sim-38-isomatte-bf/
Regiestuhl FGX XL,Lafuma Mobilier,"66,45 €",66.45,66.45,0.0,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_580-1579-0111_pic1_1.jpg,https://www.bergfreunde.de/lafuma-mobilier-regiestuhl-fgx-xl-campingstuhl/
Skule 24,Fjällräven,"ab 85,45 €",85.45,85.45,0.0,5.0,2,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_504-1358-0511_pic1_1.jpg,https://www.bergfreunde.de/fjaellraeven-skule-24-daypack/
Women's Aircontact Ultra 35+5 SL,Deuter,"ab 240,26 €",240.26,269.95,11.0,5.0,1,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_502-8186-0311_pic1_1.jpg,https://www.bergfreunde.de/deuter-womens-aircontact-ultra-35-5-sl-trekkingrucksack/
Youth's Mini Explorer,The North Face,"ab 37,34 €",37.34,41.95,10.99,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_508-0618-1011_pic1_1.jpg,https://www.bergfreunde.de/the-north-face-youths-mini-explorer-kinderrucksack/
Telos Evo Tent TR2,Sea to Summit,"455,96 €",455.96,569.95,20.0,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_520-1100-0111_pic1_1.jpg,https://www.bergfreunde.de/sea-to-summit-telos-evo-tent-tr2-2-personen-zelt/
Sportlite 25,Osprey,"ab 90,95 €",90.95,90.95,0.0,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_504-0884-0111_pic1_1.jpg,https://www.bergfreunde.de/osprey-sportlite-25-wanderrucksack-bf/
Copper Spur UL3,Big Agnes,"559,96 €",559.96,699.95,20.0,4.0,1,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_521-0760-0211_pic1_1.jpg,https://www.bergfreunde.de/big-agnes-copper-spur-ul3-3-personen-zelt/
Duffel Bag 90,Norrøna,"198,95 €",198.95,198.95,0.0,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_510-3271-0211_pic1_1.jpg,https://www.bergfreunde.de/norroena-duffel-bag-90-reisetasche/
Keb 52,Fjällräven,"291,15 €",291.15,291.15,0.0,5.0,3,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_505-0511-0311_pic1_1.jpg,https://www.bergfreunde.de/fjaellraeven-keb-52-trekkingrucksack/
Silkroad M,Vaude,"41,97 €",41.97,59.95,29.99,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_510-1773-0111_pic1_1.jpg,https://www.bergfreunde.de/vaude-silkroad-m-gepaecktraegertasche-bf/
Shelter 30-66,Tropicfeel,"248,95 €",248.95,248.95,0.0,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_502-9615-0311_pic1_1.jpg,https://www.bergfreunde.de/tropicfeel-shelter-30-66-reiserucksack/
Women's Disco 15 Endless Promise,Nemo,"316,76 €",316.76,359.95,12.0,5.0,2,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_513-1597-0211_pic1_1.jpg,https://www.bergfreunde.de/nemo-womens-disco-15-endless-promise-daunenschlafsack/
Base Camp Duffel Recycled XXL,The North Face,"170,96 €",170.96,189.95,10.0,5.0,1,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_510-3277-0411_pic1_1.jpg,https://www.bergfreunde.de/the-north-face-base-camp-duffel-recycled-xxl-reisetasche/
Antelope MF,Western Mountaineering,"ab 728,95 €",728.95,728.95,0.0,5.0,2,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_513-0783-0111_pic1_1.jpg,https://www.bergfreunde.de/western-mountaineering-antelope-mf-daunenschlafsack/
LofsdalenSt. Bike Frame Bag M,Stoic,"37,48 €",37.48,74.95,49.99,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_510-7240-0111_pic1_1.jpg,https://www.bergfreunde.de/stoic-lofsdalenst-bike-frame-bag-m-fahrradtasche/
GeoPress Purifier Titanium Bottle,GRAYL,"249,95 €",249.95,249.95,0.0,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_538-0237-0311_pic1_1.jpg,https://www.bergfreunde.de/grayl-geopress-purifier-titanium-bottle-wasserfilter/
Edelstahlbecher ''Bambus'',Basic Nature,"17,56 €",17.56,19.95,11.98,4.0,1,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_532-1142-0111_pic1_1.jpg,https://www.bergfreunde.de/basic-nature-edelstahlbecher-bambus-tasse/
Borealis Classic,The North Face,"99,96 €",99.96,124.95,20.0,4.8,6,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_502-1414-0211_pic1_1.jpg,https://www.bergfreunde.de/the-north-face-borealis-classic-daypack/
Veggie-Bolognese mit Pasta,Travellunch,"ab 7,60 €",7.6,7.6,0.0,5.0,7,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_536-0988-0111_pic1_1.jpg,https://www.bergfreunde.de/travellunch-veggie-bolognese-mit-pasta-vegetarisch/
Push Up Multi Trainer,Schildkröt Fitness,"59,95 €",59.95,59.95,0.0,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_580-0731-0111_pic1_1.jpg,https://www.bergfreunde.de/schildkroet-fitness-push-up-multi-trainer-functional-training/
Bergfreunde Lunch Box,Bergfreunde,"24,47 €",24.47,34.95,29.99,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_532-3391-0111_pic1_1.jpg,https://www.bergfreunde.de/bergfreunde-bergfreunde-lunch-box-essensaufbewahrung/
Bergfreunde Insulated Cup,Bergfreunde,"14,98 €",14.98,29.95,49.98,4.5,23,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_532-3154-0111_pic1_1.jpg,https://www.bergfreunde.de/bergfreunde-bergfreunde-insulated-cup-tasse/
3 in 1 Massage Roller,Schildkröt Fitness,"49,95 €",49.95,49.95,0.0,3.0,3,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_580-0438-0111_pic1_1.jpg,https://www.bergfreunde.de/schildkroet-fitness-3-in-1-massage-roller-faszienrolle/
HeladagenSt. Insulated Cup,Stoic,"10,48 €",10.48,29.95,65.01,5.0,3,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_532-3156-0111_pic1_1.jpg,https://www.bergfreunde.de/stoic-heladagenst-insulated-cup-isolierbecher/
Minimalist Map Case,Silva,"ab 19,95 €",19.95,19.95,0.0,5.0,1,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_510-4887-0111_pic1_1.jpg,https://www.bergfreunde.de/silva-minimalist-map-case-schutzhuelle/
Footprint Piopio Solo,Bach,"59,97 €",59.97,99.95,40.0,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_524-0411-0111_pic1_1.jpg,https://www.bergfreunde.de/bach-footprint-piopio-solo-zeltunterlage/
Dagger OSMO Ridge 2P 2025,Nemo,"526,96 €",526.96,619.95,15.0,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_520-1058-0111_pic1_1.jpg,https://www.bergfreunde.de/nemo-dagger-osmo-ridge-2p-2025-2-personen-zelt/
Cup Oval,Stabilotherm,"2,61 €",2.61,2.9,10.0,5.0,1,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_532-3525-0111_pic1_1.jpg,https://www.bergfreunde.de/stabilotherm-cup-oval-tasse/
Rolltop Rucksack W3 17,Rains,"ab 96,97 €",96.97,108.95,11.0,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_502-9576-0511_pic1_1.jpg,https://www.bergfreunde.de/rains-rolltop-rucksack-w3-17-daypack/
Kid's Starlight Pro,Deuter,"129,95 €",129.95,129.95,0.0,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_516-0216-0111_pic1_1.jpg,https://www.bergfreunde.de/deuter-kids-starlight-pro-kinderschlafsack-bf/
Kid's Waldfuchs 10,Deuter,"44,46 €",44.46,49.95,10.99,4.9,19,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_508-0628-0511_pic1_1.jpg,https://www.bergfreunde.de/deuter-kids-waldfuchs-10-kinderrucksack/
Koala,Brunner,"12,00 €",12.0,13.95,13.98,3.0,1,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_517-0098-0111_pic1_1.jpg,https://www.bergfreunde.de/brunner-koala-isomatte/
Pack Daydream 40,Bach,"132,47 €",132.47,249.95,47.0,5.0,2,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_505-0674-0311_pic1_1.jpg,https://www.bergfreunde.de/bach-pack-daydream-40-trekkingrucksack/
Swift Rl,Petzl,"118,70 €",118.7,118.7,0.0,4.5,8,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_545-1093-0211_pic1_1.jpg,https://www.bergfreunde.de/petzl-swift-rl-stirnlampe/
Essential Trek Pot 1.0,Primus,"39,96 €",39.96,49.95,20.0,3.7,3,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_532-1378-0111_pic1_1.jpg,https://www.bergfreunde.de/primus-essential-trek-pot-10-topf/
Traverse Pure 20,Ortovox,"115,66 €",115.66,129.95,11.0,4.5,2,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_502-9866-0111_pic1_1.jpg,https://www.bergfreunde.de/ortovox-traverse-pure-20-wanderrucksack/
DeepSleep Mat Duo,Exped,"ab 246,36 €",246.36,279.95,12.0,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_560-0953-0111_pic1_1.jpg,https://www.bergfreunde.de/exped-deepsleep-mat-duo-isomatte/
Daylite Plus 20,Osprey,"ab 71,16 €",71.16,79.95,10.99,4.7,9,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_502-5462-2211_pic1_1.jpg,https://www.bergfreunde.de/osprey-daylite-plus-20-daypack/
Meglis 700 SYN,Vaude,"113,72 €",113.72,174.95,35.0,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_514-1111-0111_pic1_1.jpg,https://www.bergfreunde.de/vaude-meglis-700-syn-kunstfaserschlafsack/
Xeron Messenger,Mammut,"71,20 €",71.2,71.2,0.0,4.5,2,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_510-2707-0111_pic1_1.jpg,https://www.bergfreunde.de/mammut-xeron-messenger-umhaengetasche/
Kid's Duffle Bag,Trollkids,"41,97 €",41.97,59.95,29.99,5.0,1,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_510-4998-0511_pic1_1.jpg,https://www.bergfreunde.de/trollkids-kids-duffle-bag-reisetasche/
Ama One,Campo Libre,"119,95 €",119.95,119.95,0.0,4.3,6,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_580-1619-0211_pic1_1.jpg,https://www.bergfreunde.de/campo-libre-ama-one-campingstuhl/
LundhuldSt. Duffel Pro 60,Stoic,"97,47 €",97.47,149.95,35.0,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_510-7470-0111_pic1_1.jpg,https://www.bergfreunde.de/stoic-lundhuldst-duffel-pro-60-reisetasche/
Handle Bar Roll Bag / 02,Cyclite,"124,95 €",124.95,124.95,0.0,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_510-6859-0211_pic1_1.jpg,https://www.bergfreunde.de/cyclite-handle-bar-roll-bag-02-lenkertasche/
Compass Typ 1933,Silva,"63,71 €",63.71,74.95,15.0,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_540-0172-0111_pic1_1.jpg,https://www.bergfreunde.de/silva-compass-typ-1933-kompass/
LofsdalenSt. Bike Frame Bag S,Stoic,"34,98 €",34.98,69.95,49.99,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_510-7243-0111_pic1_1.jpg,https://www.bergfreunde.de/stoic-lofsdalenst-bike-frame-bag-s-fahrradtasche/
Dog Coat Uppsala Rain,Hunter,"ab 17,62 €",17.62,17.62,0.0,4.0,5,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_057-0147-0111_pic1_1.jpg,https://www.bergfreunde.de/hunter-dog-coat-uppsala-rain-hundemantel/
Biopod DownWool Nature Comfort,Grüezi Bag,"328,97 €",328.97,469.95,30.0,5.0,4,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_513-1153-0111_pic1_1.jpg,https://www.bergfreunde.de/grueezi-bag-biopod-downwool-nature-comfort-daunenschlafsack/
Edelstahl Thermobecher Auto,Basic Nature,"17,56 €",17.56,19.95,11.98,0.0,0,ausruestung,https://www.bfgcdn.com/out/pictures/generated/product/1/215_215_90/sol_532-1295-0111_pic1_1.jpg,https://www.bergfreunde.de/basic-nature-edelstahl-thermobecher-auto-becher/
